POSTCODE,POSTCODE_2,LOCAL_AUT_ORG,NHS_ENG_REGION,SUB_ICB,CANCER_REGISTRY,EASTING_1M,NORTHING_1M,LSOA_2011,MSOA_2011,CANCER_ALLIANCE,ICB,OA_2021,LSOA_2021,MSOA_2021,IMD_RANK,IMD_DECILE
LS19 7JR,LS19 7JR,212,Y63,,Y0201,420756,0441292,E01011264,E02002340,E56000030,QWO,E00056770,E01011264,E02002340,13915,5
LS20 8AB,LS20 8AB,212,Y63,,Y0201,418985,0442024,E01011265,E02002338,E56000030,QWO,E00056766,E01011265,E02002338,20368,7
LS20 8DX,LS20 8DX,212,Y63,,Y0201,418446,0441637,E01011266,E02002337,E56000030,QWO,E00056793,E01011266,E02002337,29666,10
LS20 9BB,LS20 9BB,212,Y63,,Y0201,419383,0441981,E01011267,E02002338,E56000030,QWO,E00056789,E01011267,E02002338,9111,3
LS19 7GN,LS19 7GN,212,Y63,,Y0201,420563,0441798,E01011268,E02002339,E56000030,QWO,E00056771,E01011268,E02002339,6082,2
LS19 7AA,LS19 7AA,212,Y63,,Y0201,421259,0441097,E01011269,E02002340,E56000030,QWO,E00056812,E01011269,E02002340,13768,5
LS20 8HA,LS20 8HA,212,Y63,,Y0201,418092,0441356,E01011270,E02002337,E56000030,QWO,E00056813,E01011270,E02002337,31787,10
LS20 8AS,LS20 8AS,212,Y63,,Y0201,418917,0441583,E01011271,E02002338,E56000030,QWO,E00056810,E01011271,E02002338,29068,9
LS19 7EE,LS19 7EE,212,Y63,,Y0201,419650,0440886,E01011272,E02002338,E56000030,QWO,E00056822,E01011272,E02002338,29185,9
LS19 7EH,LS19 7EH,212,Y63,,Y0201,420283,0441144,E01011273,E02002339,E56000030,QWO,E00056752,E01011273,E02002339,19375,6
LS18 5TX,LS18 5TX,212,Y63,,Y0201,420386,0440830,E01011274,E02002339,E56000030,QWO,E00056755,E01011274,E02002339,5701,2
LS19 7BH,LS19 7BH,212,Y63,,Y0201,420243,0440766,E01011275,E02002339,E56000030,QWO,E00056821,E01011275,E02002339,13990,5
LS19 6AN,LS19 6AN,212,Y63,,Y0201,421189,0440340,E01011276,E02002340,E56000030,QWO,E00056757,E01011276,E02002340,19771,7
LS19 6AU,LS19 6AU,212,Y63,,Y0201,420352,0439587,E01011277,E02002343,E56000030,QWO,E00056834,E01011277,E02002343,22454,7
LS19 6AF,LS19 6AF,212,Y63,,Y0201,420868,0440043,E01011278,E02002343,E56000030,QWO,E00056836,E01011278,E02002343,26367,9
LS20 9AS,LS20 9AS,212,Y63,,Y0201,419198,0442191,E01011279,E02002337,E56000030,QWO,E00056776,E01011279,E02002337,25928,8
LS20 8BZ,LS20 8BZ,212,Y63,,Y0201,418441,0442654,E01011280,E02002337,E56000030,QWO,E00056762,E01011280,E02002337,30090,10
LS12 2AJ,LS12 2AJ,212,Y63,,Y0201,425652,0435014,E01011281,E02002388,E56000030,QWO,E00056851,E01011281,E02002388,5748,2
LS13 2BG,LS13 2BG,212,Y63,,Y0201,424884,0434801,E01011282,E02002388,E56000030,QWO,E00056911,E01011282,E02002388,2977,1
LS12 2HX,LS12 2HX,212,Y63,,Y0201,425859,0434583,E01011283,E02002388,E56000030,QWO,E00056839,E01011283,E02002388,845,1
LS12 2AE,LS12 2AE,212,Y63,,Y0201,427193,0433685,E01011284,E02002400,E56000030,QWO,E00056882,E01011284,E02002400,2609,1
LS12 2JA,LS12 2JA,212,Y63,,Y0201,425617,0434858,E01011286,E02002388,E56000030,QWO,E00165683,E01011286,E02002388,9502,3
LS13 4AE,LS13 4AE,212,Y63,,Y0201,424727,0434133,E01011287,E02002396,E56000030,QWO,E00056873,E01011287,E02002396,10679,4
LS12 1AU,LS12 1AU,212,Y63,,Y0201,427064,0433332,E01011292,E02002400,E56000030,QWO,E00056903,E01011292,E02002400,632,1
LS12 1PW,LS12 1PW,212,Y63,,Y0201,427182,0433380,E01011293,E02002400,E56000030,QWO,E00056894,E01011293,E02002400,1773,1
LS12 1LA,LS12 1LA,212,Y63,,Y0201,427917,0432968,E01011294,E02002400,E56000030,QWO,E00056849,E01011294,E02002400,222,1
LS13 2AU,LS13 2AU,212,Y63,,Y0201,425213,0434981,E01011295,E02002388,E56000030,QWO,E00056907,E01011295,E02002388,4054,2
LS15 4EB,LS15 4EB,212,Y63,,Y0201,440179,0437310,E01011296,E02002359,E56000030,QWO,E00056957,E01011296,E02002359,27712,9
LS25 2DT,LS25 2DT,212,Y63,,Y0201,440858,0435721,E01011297,E02002359,E56000030,QWO,E00056961,E01011297,E02002359,24969,8
LS25 4AA,LS25 4AA,212,Y63,,Y0201,444470,0432723,E01011298,E02002417,E56000030,QWO,E00056963,E01011298,E02002417,6551,2
LS25 4BL,LS25 4BL,212,Y63,,Y0201,443569,0431700,E01011299,E02002417,E56000030,QWO,E00056960,E01011299,E02002417,20474,7
LS25 7DA,LS25 7DA,212,Y63,,Y0201,441128,0430938,E01011300,E02002418,E56000030,QWO,E00056924,E01011300,E02002418,14822,5
LS25 7AD,LS25 7AD,212,Y63,,Y0201,441299,0430808,E01011301,E02002418,E56000030,QWO,E00056927,E01011301,E02002418,28070,9
LS25 2AA,LS25 2AA,212,Y63,,Y0201,440594,0432002,E01011302,E02002417,E56000030,QWO,E00187073,E01011302,E02002417,26378,9
LS25 7AL,LS25 7AL,212,Y63,,Y0201,441808,0430303,E01011303,E02002417,E56000030,QWO,E00056935,E01011303,E02002417,16140,5
LS25 7AA,LS25 7AA,212,Y63,,Y0201,441528,0430198,E01011304,E02002418,E56000030,QWO,E00056934,E01011304,E02002418,9235,3
LS25 7FU,LS25 7FU,212,Y63,,Y0201,441552,0430379,E01011305,E02002418,E56000030,QWO,E00056933,E01011305,E02002418,19531,6
LS25 7FA,LS25 7FA,212,Y63,,Y0201,441034,0430539,E01011306,E02002418,E56000030,QWO,E00056931,E01011306,E02002418,27176,9
WF10 2AF,WF10 2AF,212,Y63,,Y0201,441325,0428401,E01011307,E02002432,E56000030,QWO,E00056989,E01011307,E02002432,8958,3
LS25 7QH,LS25 7QH,212,Y63,,Y0201,440660,0429403,E01011308,E02002432,E56000030,QWO,E00056981,E01011308,E02002432,19455,6
LS14 3AE,LS14 3AE,212,Y63,,Y0201,439983,0439595,E01011309,E02002359,E56000030,QWO,E00056954,E01011309,E02002359,20002,7
LS14 3AB,LS14 3AB,212,Y63,,Y0201,436488,0441774,E01011310,E02002359,E56000030,QWO,E00056971,E01011310,E02002359,24672,8
LS14 2SA,LS14 2SA,212,Y63,,Y0201,435333,0439287,E01011311,E02002351,E56000030,QWO,E00056977,E01011311,E02002351,26400,9
LS11 5HL,LS11 5HL,212,Y63,,Y0201,430348,0431143,E01011312,E02002415,E56000030,QWO,E00056997,E01011312,E02002415,339,1
LS11 7BN,LS11 7BN,212,Y63,,Y0201,429295,0430576,E01011313,E02002420,E56000030,QWO,E00057035,E01011313,E02002420,6495,2
LS11 7BH,LS11 7BH,212,Y63,,Y0201,429329,0430613,E01011314,E02002420,E56000030,QWO,E00057028,E01011314,E02002420,7416,3
LS11 7AA,LS11 7AA,212,Y63,,Y0201,428775,0430865,E01011315,E02002419,E56000030,QWO,E00057022,E01011315,E02002419,6025,2
LS11 5LR,LS11 5LR,212,Y63,,Y0201,429737,0430512,E01011316,E02002415,E56000030,QWO,E00057029,E01011316,E02002415,1282,1
LS11 0HH,LS11 0HH,212,Y63,,Y0201,427734,0430292,E01011317,E02002419,E56000030,QWO,E00057039,E01011317,E02002419,1032,1
LS11 0BD,LS11 0BD,212,Y63,,Y0201,427658,0430806,E01011318,E02002419,E56000030,QWO,E00057030,E01011318,E02002419,842,1
LS11 5LD,LS11 5LD,212,Y63,,Y0201,429530,0430244,E01011319,E02002420,E56000030,QWO,E00057036,E01011319,E02002420,8575,3
LS11 5DA,LS11 5DA,212,Y63,,Y0201,428872,0429761,E01011320,E02002420,E56000030,QWO,E00057002,E01011320,E02002420,10116,4
LS11 8EG,LS11 8EG,212,Y63,,Y0201,428170,0429980,E01011321,E02002419,E56000030,QWO,E00057004,E01011321,E02002419,3950,2
LS11 5AA,LS11 5AA,212,Y63,,Y0201,428721,0429297,E01011322,E02002420,E56000030,QWO,E00057012,E01011322,E02002420,7445,3
LS13 2BR,LS13 2BR,212,Y63,,Y0201,424164,0435540,E01011323,E02002380,E56000030,QWO,E00057095,E01011323,E02002380,7631,3
LS13 2JS,LS13 2JS,212,Y63,,Y0201,425324,0435534,E01011324,E02002375,E56000030,QWO,E00057088,E01011324,E02002375,2032,1
LS13 1EA,LS13 1EA,212,Y63,,Y0201,424088,0436370,E01011325,E02002375,E56000030,QWO,E00057054,E01011325,E02002375,7939,3
LS13 2EX,LS13 2EX,212,Y63,,Y0201,424416,0435651,E01011326,E02002375,E56000030,QWO,E00057083,E01011326,E02002375,1289,1
LS13 1AA,LS13 1AA,212,Y63,,Y0201,423144,0435796,E01011327,E02002381,E56000030,QWO,E00057084,E01011327,E02002381,6186,2
LS13 1BH,LS13 1BH,212,Y63,,Y0201,422595,0435007,E01011328,E02002381,E56000030,QWO,E00057116,E01011328,E02002381,6669,3
LS13 2AH,LS13 2AH,212,Y63,,Y0201,424126,0435610,E01011329,E02002380,E56000030,QWO,E00057113,E01011329,E02002380,21178,7
LS13 1AB,LS13 1AB,212,Y63,,Y0201,423220,0435733,E01011330,E02002380,E56000030,QWO,E00057082,E01011330,E02002380,6794,3
LS13 2EP,LS13 2EP,212,Y63,,Y0201,424568,0435200,E01011331,E02002387,E56000030,QWO,E00057110,E01011331,E02002387,6072,2
LS13 2BE,LS13 2BE,212,Y63,,Y0201,425128,0435510,E01011332,E02002375,E56000030,QWO,E00057059,E01011332,E02002375,1399,1
LS13 1AN,LS13 1AN,212,Y63,,Y0201,423088,0435187,E01011333,E02002380,E56000030,QWO,E00057111,E01011333,E02002380,7397,3
LS13 3AH,LS13 3AH,212,Y63,,Y0201,424383,0434755,E01011334,E02002387,E56000030,QWO,E00057122,E01011334,E02002387,3450,2
LS13 1DZ,LS13 1DZ,212,Y63,,Y0201,422438,0434917,E01011335,E02002381,E56000030,QWO,E00057067,E01011335,E02002381,10813,4
LS13 1WJ,LS13 1WJ,212,Y63,,Y0201,424786,0435309,E01011336,E02002387,E56000030,QWO,E00057112,E01011336,E02002387,1019,1
LS13 3BL,LS13 3BL,212,Y63,,Y0201,423897,0434756,E01011337,E02002387,E56000030,QWO,E00057049,E01011337,E02002387,675,1
LS9  7HH,LS9 7HH,212,Y63,,Y0201,431536,0433941,E01011338,E02002393,E56000030,QWO,E00057138,E01011338,E02002393,1074,1
LS14 6UT,LS14 6UT,212,Y63,,Y0201,434348,0435208,E01011339,E02002389,E56000030,QWO,E00057183,E01011339,E02002389,3021,1
LS9  6AW,LS9 6AW,212,Y63,,Y0201,432653,0434885,E01011340,E02002389,E56000030,QWO,E00057186,E01011340,E02002389,1866,1
LS14 6AD,LS14 6AD,212,Y63,,Y0201,434448,0434356,E01011341,E02002390,E56000030,QWO,E00165681,E01011341,E02002390,5957,2
LS9  6FD,LS9 6FD,212,Y63,,Y0201,433522,0435000,E01011342,E02002389,E56000030,QWO,E00057126,E01011342,E02002389,1350,1
LS14 6AA,LS14 6AA,212,Y63,,Y0201,434979,0434698,E01011343,E02002390,E56000030,QWO,E00057187,E01011343,E02002390,6430,2
LS9  6AP,LS9 6AP,212,Y63,,Y0201,432492,0434801,E01011344,E02002394,E56000030,QWO,E00057189,E01011344,E02002394,408,1
LS14 6WP,LS14 6WP,212,Y63,,Y0201,435188,0434247,E01011345,E02002390,E56000030,QWO,E00057144,E01011345,E02002390,2935,1
LS14 6AR,LS14 6AR,212,Y63,,Y0201,434192,0434218,E01011346,E02002389,E56000030,QWO,E00057170,E01011346,E02002389,1144,1
LS9  6DJ,LS9 6DJ,212,Y63,,Y0201,432245,0434600,E01011347,E02002394,E56000030,QWO,E00057154,E01011347,E02002394,216,1
LS9  6ED,LS9 6ED,212,Y63,,Y0201,432457,0434016,E01011348,E02002394,E56000030,QWO,E00057134,E01011348,E02002394,601,1
LS9  7DN,LS9 7DN,212,Y63,,Y0201,432187,0434454,E01011349,E02002394,E56000030,QWO,E00057156,E01011349,E02002394,2082,1
LS7  3DJ,LS7 3DJ,212,Y63,,Y0201,430404,0436686,E01011350,E02002363,E56000030,QWO,E00057195,E01011350,E02002363,23565,8
LS7  3QG,LS7 3QG,212,Y63,,Y0201,430417,0437444,E01011351,E02002363,E56000030,QWO,E00057227,E01011351,E02002363,19905,7
LS7  3DL,LS7 3DL,212,Y63,,Y0201,430445,0436696,E01011352,E02002363,E56000030,QWO,E00057247,E01011352,E02002363,15435,5
LS7  4AH,LS7 4AH,212,Y63,,Y0201,431045,0436704,E01011353,E02002363,E56000030,QWO,E00057193,E01011353,E02002363,28732,9
LS7  2BN,LS7 2BN,212,Y63,,Y0201,429435,0436666,E01011354,E02002367,E56000030,QWO,E00057241,E01011354,E02002367,1401,1
LS7  2DL,LS7 2DL,212,Y63,,Y0201,429887,0436408,E01011355,E02002367,E56000030,QWO,E00057250,E01011355,E02002367,3829,2
LS7  3JT,LS7 3JT,212,Y63,,Y0201,430841,0436244,E01011356,E02002371,E56000030,QWO,E00057209,E01011356,E02002371,13442,5
LS7  2AP,LS7 2AP,212,Y63,,Y0201,430323,0435258,E01011357,E02002367,E56000030,QWO,E00057218,E01011357,E02002367,1503,1
LS7  3AB,LS7 3AB,212,Y63,,Y0201,430259,0436181,E01011358,E02002371,E56000030,QWO,E00057216,E01011358,E02002371,3183,1
LS7  4AY,LS7 4AY,212,Y63,,Y0201,431179,0436416,E01011359,E02002371,E56000030,QWO,E00057210,E01011359,E02002371,5365,2
LS7  3AH,LS7 3AH,212,Y63,,Y0201,430526,0435317,E01011360,E02002371,E56000030,QWO,E00057225,E01011360,E02002371,2345,1
LS7  3HY,LS7 3HY,212,Y63,,Y0201,430739,0435198,E01011361,E02002371,E56000030,QWO,E00057226,E01011361,E02002371,1544,1
LS12 1BW,LS12 1BW,212,Y63,,Y0201,427482,0432995,E01011362,E02002410,E56000030,QWO,E00057309,E01011362,E02002410,2163,1
LS1  1AZ,LS1 1AZ,212,Y63,,Y0201,428811,0433420,E01011363,E02002400,E56000030,QWO,E00057303,E01011363,E02002400,134,1
LS10 1AD,LS10 1AD,212,Y63,,Y0201,430804,0432055,E01011364,E02002414,E56000030,QWO,E00057328,E01011364,E02002414,1934,1
LS11 0AH,LS11 0AH,212,Y63,,Y0201,428920,0431863,E01011366,E02002411,E56000030,QWO,E00057255,E01011366,E02002411,777,1
LS11 0AA,LS11 0AA,212,Y63,,Y0201,429140,0431940,E01011368,E02002411,E56000030,QWO,E00057327,E01011368,E02002411,88,1
LS11 0EB,LS11 0EB,212,Y63,,Y0201,427967,0431159,E01011369,E02002419,E56000030,QWO,E00057288,E01011369,E02002419,4659,2
LS11 7AN,LS11 7AN,212,Y63,,Y0201,429337,0431316,E01011370,E02002411,E56000030,QWO,E00057287,E01011370,E02002411,2205,1
LS11 5DU,LS11 5DU,212,Y63,,Y0201,430247,0431548,E01011371,E02002414,E56000030,QWO,E00057277,E01011371,E02002414,360,1
LS11 6BF,LS11 6BF,212,Y63,,Y0201,429799,0431263,E01011372,E02002415,E56000030,QWO,E00187046,E01011372,E02002415,38,1
LS11 6AB,LS11 6AB,212,Y63,,Y0201,429471,0431303,E01011373,E02002414,E56000030,QWO,E00057283,E01011373,E02002414,1190,1
LS11 5DT,LS11 5DT,212,Y63,,Y0201,430336,0431469,E01011374,E02002414,E56000030,QWO,E00057278,E01011374,E02002414,2180,1
LS11 6LY,LS11 6LY,212,Y63,,Y0201,429546,0431161,E01011375,E02002415,E56000030,QWO,E00057264,E01011375,E02002415,152,1
LS16 7FB,LS16 7FB,212,Y63,,Y0201,424425,0440412,E01011376,E02002342,E56000030,QWO,E00057353,E01011376,E02002342,31854,10
LS16 7DF,LS16 7DF,212,Y63,,Y0201,425469,0440080,E01011377,E02002342,E56000030,QWO,E00057367,E01011377,E02002342,28862,9
LS16 7NL,LS16 7NL,212,Y63,,Y0201,425664,0440738,E01011378,E02002342,E56000030,QWO,E00057351,E01011378,E02002342,3181,1
LS16 6BN,LS16 6BN,212,Y63,,Y0201,426053,0439808,E01011379,E02002346,E56000030,QWO,E00057340,E01011379,E02002346,6103,2
LS16 7AH,LS16 7AH,212,Y63,,Y0201,426933,0440014,E01011380,E02002345,E56000030,QWO,E00057372,E01011380,E02002345,29887,10
LS16 7AL,LS16 7AL,212,Y63,,Y0201,426877,0440614,E01011381,E02002345,E56000030,QWO,E00057352,E01011381,E02002345,27854,9
LS16 7AW,LS16 7AW,212,Y63,,Y0201,424466,0440133,E01011382,E02002342,E56000030,QWO,E00057355,E01011382,E02002342,29705,10
LS16 6AE,LS16 6AE,212,Y63,,Y0201,426624,0439737,E01011383,E02002348,E56000030,QWO,E00057378,E01011383,E02002348,20653,7
LS16 6DF,LS16 6DF,212,Y63,,Y0201,425189,0439394,E01011384,E02002346,E56000030,QWO,E00057391,E01011384,E02002346,14670,5
LS16 8BH,LS16 8BH,212,Y63,,Y0201,427549,0438832,E01011385,E02002345,E56000030,QWO,E00057406,E01011385,E02002345,28497,9
LS16 6AA,LS16 6AA,212,Y63,,Y0201,426763,0439566,E01011386,E02002345,E56000030,QWO,E00057380,E01011386,E02002345,31733,10
LS16 6DH,LS16 6DH,212,Y63,,Y0201,425303,0439372,E01011388,E02002348,E56000030,QWO,E00057394,E01011388,E02002348,15824,5
LS26 8BS,LS26 8BS,212,Y63,,Y0201,438547,0430669,E01011390,E02002416,E56000030,QWO,E00057486,E01011390,E02002416,13621,5
LS26 8DJ,LS26 8DJ,212,Y63,,Y0201,438164,0430145,E01011391,E02002416,E56000030,QWO,E00057483,E01011391,E02002416,15358,5
LS25 7FE,LS25 7FE,212,Y63,,Y0201,440646,0429516,E01011392,E02002416,E56000030,QWO,E00057472,E01011392,E02002416,15883,5
LS26 9AE,LS26 9AE,212,Y63,,Y0201,439914,0426917,E01011393,E02002432,E56000030,QWO,E00057425,E01011393,E02002432,21786,7
LS26 9AA,LS26 9AA,212,Y63,,Y0201,440097,0426891,E01011394,E02002432,E56000030,QWO,E00057421,E01011394,E02002432,19387,6
LS26 9AF,LS26 9AF,212,Y63,,Y0201,440114,0426019,E01011395,E02002432,E56000030,QWO,E00057423,E01011395,E02002432,12687,4
LS25 1AA,LS25 1AA,212,Y63,,Y0201,440412,0433346,E01011396,E02002403,E56000030,QWO,E00057439,E01011396,E02002403,17957,6
LS25 2EH,LS25 2EH,212,Y63,,Y0201,441297,0433206,E01011397,E02002406,E56000030,QWO,E00057441,E01011397,E02002406,27756,9
LS25 2HF,LS25 2HF,212,Y63,,Y0201,441727,0433724,E01011398,E02002406,E56000030,QWO,E00057432,E01011398,E02002406,29337,9
LS25 1AP,LS25 1AP,212,Y63,,Y0201,440171,0433334,E01011399,E02002403,E56000030,QWO,E00057440,E01011399,E02002403,21710,7
LS25 1AG,LS25 1AG,212,Y63,,Y0201,440429,0433397,E01011400,E02002403,E56000030,QWO,E00057436,E01011400,E02002403,15537,5
LS25 1HS,LS25 1HS,212,Y63,,Y0201,440914,0432485,E01011401,E02002406,E56000030,QWO,E00057464,E01011401,E02002406,29974,10
LS15 4LB,LS15 4LB,212,Y63,,Y0201,438256,0432808,E01011402,E02002416,E56000030,QWO,E00057485,E01011402,E02002416,17750,6
LS25 1EP,LS25 1EP,212,Y63,,Y0201,440509,0432821,E01011403,E02002403,E56000030,QWO,E00057453,E01011403,E02002403,22784,7
LS25 2AH,LS25 2AH,212,Y63,,Y0201,441640,0431975,E01011404,E02002406,E56000030,QWO,E00057466,E01011404,E02002406,28899,9
LS25 1HR,LS25 1HR,212,Y63,,Y0201,440793,0432528,E01011405,E02002406,E56000030,QWO,E00057461,E01011405,E02002406,26113,8
LS15 8AP,LS15 8AP,212,Y63,,Y0201,436612,0435088,E01011406,E02002386,E56000030,QWO,E00057489,E01011406,E02002386,24024,8
LS15 8HE,LS15 8HE,212,Y63,,Y0201,436940,0435102,E01011407,E02002386,E56000030,QWO,E00057511,E01011407,E02002386,14930,5
LS15 7AB,LS15 7AB,212,Y63,,Y0201,436435,0434059,E01011408,E02002386,E56000030,QWO,E00057523,E01011408,E02002386,16671,6
LS15 8AS,LS15 8AS,212,Y63,,Y0201,436355,0434779,E01011409,E02002386,E56000030,QWO,E00057514,E01011409,E02002386,10063,4
LS15 8AB,LS15 8AB,212,Y63,,Y0201,439175,0434507,E01011410,E02002386,E56000030,QWO,E00187078,E01011410,E02002386,21490,7
LS15 7AE,LS15 7AE,212,Y63,,Y0201,436790,0433721,E01011411,E02002402,E56000030,QWO,E00057533,E01011411,E02002402,30020,10
LS15 7AR,LS15 7AR,212,Y63,,Y0201,436514,0433784,E01011412,E02002386,E56000030,QWO,E00057497,E01011412,E02002386,22747,7
LS15 7BR,LS15 7BR,212,Y63,,Y0201,436145,0433894,E01011413,E02002398,E56000030,QWO,E00057528,E01011413,E02002398,20479,7
LS15 0AA,LS15 0AA,212,Y63,,Y0201,436262,0433538,E01011414,E02002402,E56000030,QWO,E00057540,E01011414,E02002402,23151,8
LS15 0DJ,LS15 0DJ,212,Y63,,Y0201,435000,0433354,E01011415,E02002398,E56000030,QWO,E00057501,E01011415,E02002398,14630,5
LS15 0PA,LS15 0PA,212,Y63,,Y0201,436297,0433419,E01011416,E02002398,E56000030,QWO,E00057535,E01011416,E02002398,19155,6
LS15 0HS,LS15 0HS,212,Y63,,Y0201,435201,0433264,E01011417,E02002398,E56000030,QWO,E00057555,E01011417,E02002398,15096,5
LS15 9AL,LS15 9AL,212,Y63,,Y0201,437131,0433002,E01011418,E02002402,E56000030,QWO,E00057552,E01011418,E02002402,21267,7
LS15 9AH,LS15 9AH,212,Y63,,Y0201,436737,0432942,E01011419,E02002402,E56000030,QWO,E00057557,E01011419,E02002402,27538,9
LS15 0AD,LS15 0AD,212,Y63,,Y0201,435999,0432778,E01011420,E02002398,E56000030,QWO,E00057556,E01011420,E02002398,17350,6
LS8  3AS,LS8 3AS,212,Y63,,Y0201,433321,0436184,E01011421,E02002369,E56000030,QWO,E00057621,E01011421,E02002369,4464,2
LS8  3EG,LS8 3EG,212,Y63,,Y0201,432007,0435819,E01011422,E02002377,E56000030,QWO,E00057577,E01011422,E02002377,2654,1
LS8  3DJ,LS8 3DJ,212,Y63,,Y0201,433829,0435916,E01011423,E02002376,E56000030,QWO,E00057578,E01011423,E02002376,3261,1
LS8  3AD,LS8 3AD,212,Y63,,Y0201,432794,0435911,E01011424,E02002376,E56000030,QWO,E00057579,E01011424,E02002376,4665,2
LS8  3BA,LS8 3BA,212,Y63,,Y0201,433945,0436418,E01011425,E02002369,E56000030,QWO,E00057620,E01011425,E02002369,13139,5
LS7  4DD,LS7 4DD,212,Y63,,Y0201,431456,0435702,E01011426,E02002377,E56000030,QWO,E00057586,E01011426,E02002377,1338,1
LS8  3AA,LS8 3AA,212,Y63,,Y0201,432166,0435781,E01011427,E02002376,E56000030,QWO,E00057570,E01011427,E02002376,326,1
LS8  5AB,LS8 5AB,212,Y63,,Y0201,432041,0435449,E01011428,E02002377,E56000030,QWO,E00057595,E01011428,E02002377,2828,1
LS7  4DH,LS7 4DH,212,Y63,,Y0201,431426,0435413,E01011429,E02002377,E56000030,QWO,E00057597,E01011429,E02002377,968,1
LS8  3DA,LS8 3DA,212,Y63,,Y0201,432111,0435462,E01011430,E02002382,E56000030,QWO,E00169740,E01011430,E02002382,1484,1
LS8  3JT,LS8 3JT,212,Y63,,Y0201,433447,0435625,E01011431,E02002376,E56000030,QWO,E00169755,E01011431,E02002376,873,1
LS8  3QJ,LS8 3QJ,212,Y63,,Y0201,432245,0435287,E01011432,E02002382,E56000030,QWO,E00057603,E01011432,E02002382,680,1
LS8  5BP,LS8 5BP,212,Y63,,Y0201,431969,0434877,E01011433,E02002382,E56000030,QWO,E00057575,E01011433,E02002382,474,1
LS8  5BE,LS8 5BE,212,Y63,,Y0201,431900,0435256,E01011434,E02002382,E56000030,QWO,E00057605,E01011434,E02002382,753,1
LS6  3AE,LS6 3AE,212,Y63,,Y0201,427807,0435850,E01011435,E02002373,E56000030,QWO,E00057639,E01011435,E02002373,14863,5
LS6  2AH,LS6 2AH,212,Y63,,Y0201,428079,0436405,E01011440,E02002373,E56000030,QWO,E00057674,E01011440,E02002373,14356,5
LS6  1LT,LS6 1LT,212,Y63,,Y0201,428016,0435007,E01011441,E02002373,E56000030,QWO,E00057663,E01011441,E02002373,18606,6
LS6  1BS,LS6 1BS,212,Y63,,Y0201,428301,0435743,E01011442,E02006861,E56000030,QWO,E00057699,E01011442,E02006861,19219,6
LS6  1AS,LS6 1AS,212,Y63,,Y0201,428766,0435472,E01011443,E02006861,E56000030,QWO,E00187062,E01011443,E02006861,15591,5
LS6  1AG,LS6 1AG,212,Y63,,Y0201,428856,0435354,E01011444,E02006861,E56000030,QWO,E00170582,E01011444,E02006861,9704,3
LS6  1AZ,LS6 1AZ,212,Y63,,Y0201,428488,0435329,E01011445,E02002383,E56000030,QWO,E00057652,E01011445,E02002383,20071,7
LS6  1DT,LS6 1DT,212,Y63,,Y0201,428200,0435354,E01011446,E02002383,E56000030,QWO,E00057651,E01011446,E02002383,16402,5
LS6  1EF,LS6 1EF,212,Y63,,Y0201,428255,0435190,E01011447,E02002383,E56000030,QWO,E00057658,E01011447,E02002383,10041,4
LS6  1HF,LS6 1HF,212,Y63,,Y0201,428615,0435046,E01011448,E02002383,E56000030,QWO,E00057664,E01011448,E02002383,5933,2
LS6  1JL,LS6 1JL,212,Y63,,Y0201,428293,0434984,E01011449,E02002383,E56000030,QWO,E00057666,E01011449,E02002383,7212,3
LS6  2BG,LS6 2BG,212,Y63,,Y0201,428641,0436480,E01011450,E02002367,E56000030,QWO,E00057672,E01011450,E02002367,4004,2
LS6  2AB,LS6 2AB,212,Y63,,Y0201,428256,0436300,E01011451,E02006861,E56000030,QWO,E00057673,E01011451,E02006861,18901,6
LS13 1NP,LS13 1NP,212,Y63,,Y0201,422228,0437090,E01011452,E02002356,E56000030,QWO,E00057727,E01011452,E02002356,29781,10
LS18 4GT,LS18 4GT,212,Y63,,Y0201,424231,0437248,E01011453,E02002357,E56000030,QWO,E00057775,E01011453,E02002357,29059,9
LS18 4DP,LS18 4DP,212,Y63,,Y0201,423371,0437452,E01011454,E02002356,E56000030,QWO,E00057721,E01011454,E02002356,30465,10
LS18 5ES,LS18 5ES,212,Y63,,Y0201,422812,0438772,E01011455,E02002350,E56000030,QWO,E00057733,E01011455,E02002350,30741,10
LS18 5AH,LS18 5AH,212,Y63,,Y0201,423681,0439042,E01011456,E02002350,E56000030,QWO,E00057740,E01011456,E02002350,29163,9
BD10 0NR,BD10 0NR,212,Y63,,Y0201,419927,0438253,E01011457,E02002356,E56000030,QWO,E00057706,E01011457,E02002356,28797,9
LS18 4EA,LS18 4EA,212,Y63,,Y0201,422741,0437776,E01011458,E02002356,E56000030,QWO,E00187141,E01011458,E02002356,31253,10
LS16 7FG,LS16 7FG,212,Y63,,Y0201,424422,0439101,E01011459,E02002350,E56000030,QWO,E00057736,E01011459,E02002350,23711,8
LS18 4AA,LS18 4AA,212,Y63,,Y0201,424054,0438381,E01011460,E02002357,E56000030,QWO,E00057755,E01011460,E02002357,20650,7
LS18 5EB,LS18 5EB,212,Y63,,Y0201,423000,0437950,E01011461,E02002350,E56000030,QWO,E00057716,E01011461,E02002350,32062,10
LS18 4AR,LS18 4AR,212,Y63,,Y0201,423869,0438151,E01011462,E02002357,E56000030,QWO,E00057765,E01011462,E02002357,10475,4
LS18 4BS,LS18 4BS,212,Y63,,Y0201,424601,0438008,E01011463,E02002357,E56000030,QWO,E00057762,E01011463,E02002357,10558,4
