POSTCODE,POSTCODE_2,LOCAL_AUT_ORG,NHS_ENG_REGION,SUB_ICB,CANCER_REGISTRY,EASTING_1M,NORTHING_1M,LSOA_2011,MSOA_2011,CANCER_ALLIANCE,ICB,OA_2021,LSOA_2021,MSOA_2021,IMD_RANK,IMD_DECILE
HD7  5HU,HD7 5HU,211,Y63,,Y0201,407602,0413502,E01011076,E02002322,E56000030,QWO,E00055783,E01011076,E02002322,17105,6
HD4  5UT,HD4 5UT,211,Y63,,Y0201,410663,0415124,E01011077,E02002315,E56000030,QWO,E00055787,E01011077,E02002315,12793,4
HD7  5AP,HD7 5AP,211,Y63,,Y0201,407909,0413997,E01011078,E02002319,E56000030,QWO,E00055794,E01011078,E02002319,15691,5
HD4  5BJ,HD4 5BJ,211,Y63,,Y0201,412688,0415808,E01011079,E02002317,E56000030,QWO,E00055879,E01011079,E02002317,3970,2
HD1  3JL,HD1 3JL,211,Y63,,Y0201,413308,0415750,E01011080,E02002313,E56000030,QWO,E00055836,E01011080,E02002313,3006,1
HD1  3FY,HD1 3FY,211,Y63,,Y0201,413386,0415014,E01011081,E02002313,E56000030,QWO,E00055858,E01011081,E02002313,1917,1
HD1  3JE,HD1 3JE,211,Y63,,Y0201,413489,0416000,E01011082,E02002313,E56000030,QWO,E00055875,E01011082,E02002313,2953,1
HD4  5HU,HD4 5HU,211,Y63,,Y0201,412251,0415157,E01011083,E02002317,E56000030,QWO,E00055852,E01011083,E02002317,16748,6
HD4  5DS,HD4 5DS,211,Y63,,Y0201,412827,0415558,E01011084,E02002317,E56000030,QWO,E00055841,E01011084,E02002317,2319,1
HD1  3UR,HD1 3UR,211,Y63,,Y0201,413323,0414841,E01011085,E02002317,E56000030,QWO,E00055863,E01011085,E02002317,7391,3
HD4  5JG,HD4 5JG,211,Y63,,Y0201,412285,0414387,E01011086,E02002320,E56000030,QWO,E00055862,E01011086,E02002320,27084,9
HD4  7BY,HD4 7BY,211,Y63,,Y0201,411212,0413068,E01011087,E02002320,E56000030,QWO,E00055873,E01011087,E02002320,9645,3
HD4  7FH,HD4 7FH,211,Y63,,Y0201,413182,0412756,E01011088,E02002320,E56000030,QWO,E00055872,E01011088,E02002320,30789,10
HD5  0DD,HD5 0DD,211,Y63,,Y0201,418068,0417972,E01011089,E02002302,E56000030,QWO,E00055935,E01011089,E02002302,14688,5
HD5  0QT,HD5 0QT,211,Y63,,Y0201,417631,0417409,E01011090,E02002307,E56000030,QWO,E00055893,E01011090,E02002307,9014,3
HD5  0BT,HD5 0BT,211,Y63,,Y0201,419166,0419483,E01011091,E02002302,E56000030,QWO,E00055928,E01011091,E02002302,25308,8
HD5  0BH,HD5 0BH,211,Y63,,Y0201,417914,0417276,E01011092,E02002302,E56000030,QWO,E00055938,E01011092,E02002302,26289,9
HD5  9NL,HD5 9NL,211,Y63,,Y0201,415780,0417166,E01011093,E02002305,E56000030,QWO,E00055892,E01011093,E02002305,1717,1
HD5  9LF,HD5 9LF,211,Y63,,Y0201,415984,0417213,E01011094,E02002305,E56000030,QWO,E00055887,E01011094,E02002305,1210,1
HD5  0AA,HD5 0AA,211,Y63,,Y0201,417496,0417033,E01011095,E02002307,E56000030,QWO,E00055895,E01011095,E02002307,15762,5
HD5  8DE,HD5 8DE,211,Y63,,Y0201,415994,0416591,E01011096,E02002305,E56000030,QWO,E00055911,E01011096,E02002305,13525,5
HD5  8DB,HD5 8DB,211,Y63,,Y0201,416356,0416601,E01011097,E02002307,E56000030,QWO,E00055910,E01011097,E02002307,7956,3
HD5  8AA,HD5 8AA,211,Y63,,Y0201,415795,0416481,E01011098,E02002305,E56000030,QWO,E00055915,E01011098,E02002305,9283,3
HD5  8DA,HD5 8DA,211,Y63,,Y0201,416584,0416524,E01011099,E02002307,E56000030,QWO,E00055884,E01011099,E02002307,13229,5
HD2  1PZ,HD2 1PZ,211,Y63,,Y0201,415934,0420614,E01011100,E02002292,E56000030,QWO,E00055944,E01011100,E02002292,7279,3
HD2  1ED,HD2 1ED,211,Y63,,Y0201,415548,0419511,E01011101,E02002295,E56000030,QWO,E00055970,E01011101,E02002295,2062,1
HD2  1EE,HD2 1EE,211,Y63,,Y0201,415589,0419630,E01011102,E02002292,E56000030,QWO,E00055957,E01011102,E02002292,21724,7
HD2  1BQ,HD2 1BQ,211,Y63,,Y0201,416826,0420187,E01011103,E02002295,E56000030,QWO,E00055955,E01011103,E02002295,5034,2
HD2  1JS,HD2 1JS,211,Y63,,Y0201,416066,0419391,E01011104,E02002295,E56000030,QWO,E00055969,E01011104,E02002295,4891,2
HD2  1DQ,HD2 1DQ,211,Y63,,Y0201,415278,0419159,E01011105,E02002295,E56000030,QWO,E00055968,E01011105,E02002295,6758,3
HD1  6PQ,HD1 6PQ,211,Y63,,Y0201,415597,0417767,E01011106,E02002299,E56000030,QWO,E00055979,E01011106,E02002299,910,1
HD1  1AA,HD1 1AA,211,Y63,,Y0201,414538,0416902,E01011107,E02002299,E56000030,QWO,E00178700,E01011107,E02002299,2928,1
HD2  1DS,HD2 1DS,211,Y63,,Y0201,417365,0420555,E01011108,E02002292,E56000030,QWO,E00055947,E01011108,E02002292,16094,5
HD8  9AL,HD8 9AL,211,Y63,,Y0201,423089,0410732,E01011109,E02002324,E56000030,QWO,E00055995,E01011109,E02002324,26106,8
HD8  1BE,HD8 1BE,211,Y63,,Y0201,424663,0410084,E01011110,E02002327,E56000030,QWO,E00055997,E01011110,E02002327,18858,6
HD8  9GT,HD8 9GT,211,Y63,,Y0201,425201,0410917,E01011111,E02002327,E56000030,QWO,E00056010,E01011111,E02002327,23142,8
HD8  9HD,HD8 9HD,211,Y63,,Y0201,425470,0410742,E01011112,E02002327,E56000030,QWO,E00056013,E01011112,E02002327,22402,7
HD8  9AA,HD8 9AA,211,Y63,,Y0201,423035,0410587,E01011113,E02002324,E56000030,QWO,E00055999,E01011113,E02002324,29963,10
HD8  9AX,HD8 9AX,211,Y63,,Y0201,423616,0410442,E01011114,E02002324,E56000030,QWO,E00056019,E01011114,E02002324,12339,4
HD8  8FN,HD8 8FN,211,Y63,,Y0201,422694,0408413,E01011115,E02002327,E56000030,QWO,E00056026,E01011115,E02002327,24964,8
HD8  8FY,HD8 8FY,211,Y63,,Y0201,422707,0408602,E01011116,E02002327,E56000030,QWO,E00056027,E01011116,E02002327,27969,9
HD8  8FQ,HD8 8FQ,211,Y63,,Y0201,420467,0409338,E01011117,E02002327,E56000030,QWO,E00056022,E01011117,E02002327,27360,9
HD8  0GF,HD8 0GF,211,Y63,,Y0201,418859,0411385,E01011118,E02002326,E56000030,QWO,E00056040,E01011118,E02002326,27503,9
HD8  9GN,HD8 9GN,211,Y63,,Y0201,424591,0413288,E01011119,E02002324,E56000030,QWO,E00056004,E01011119,E02002324,21716,7
HD8  8HT,HD8 8HT,211,Y63,,Y0201,420088,0410938,E01011120,E02002326,E56000030,QWO,E00056037,E01011120,E02002326,31556,10
WF12 8DL,WF12 8DL,211,Y63,,Y0201,426074,0421206,E01011121,E02002288,E56000030,QWO,E00056085,E01011121,E02002288,4489,2
WF12 8NG,WF12 8NG,211,Y63,,Y0201,426338,0421175,E01011122,E02002288,E56000030,QWO,E00056092,E01011122,E02002288,1523,1
WF12 7AB,WF12 7AB,211,Y63,,Y0201,425750,0421802,E01011123,E02002288,E56000030,QWO,E00056081,E01011123,E02002288,5937,2
WF12 8BD,WF12 8BD,211,Y63,,Y0201,425701,0421096,E01011124,E02002288,E56000030,QWO,E00056093,E01011124,E02002288,15769,5
WF12 7AY,WF12 7AY,211,Y63,,Y0201,425888,0422259,E01011125,E02002288,E56000030,QWO,E00178661,E01011125,E02002288,7281,3
WF12 7HP,WF12 7HP,211,Y63,,Y0201,426257,0423129,E01011126,E02002284,E56000030,QWO,E00056046,E01011126,E02002284,3368,2
WF12 7EH,WF12 7EH,211,Y63,,Y0201,425793,0422978,E01011127,E02002284,E56000030,QWO,E00056052,E01011127,E02002284,17502,6
WF13 1RW,WF13 1RW,211,Y63,,Y0201,424557,0422353,E01011128,E02002287,E56000030,QWO,E00175544,E01011128,E02002287,5941,2
WF12 7AN,WF12 7AN,211,Y63,,Y0201,425262,0421842,E01011129,E02002288,E56000030,QWO,E00056062,E01011129,E02002288,12591,4
WF12 7BB,WF12 7BB,211,Y63,,Y0201,424870,0421931,E01011130,E02002287,E56000030,QWO,E00056067,E01011130,E02002287,1438,1
WF14 0DU,WF14 0DU,211,Y63,,Y0201,421347,0420731,E01011132,E02002290,E56000030,QWO,E00056144,E01011132,E02002290,31594,10
WF13 3AX,WF13 3AX,211,Y63,,Y0201,421936,0420283,E01011133,E02002293,E56000030,QWO,E00056100,E01011133,E02002293,3222,1
WF13 3AB,WF13 3AB,211,Y63,,Y0201,422211,0420438,E01011134,E02002293,E56000030,QWO,E00056099,E01011134,E02002293,2358,1
WF13 2JA,WF13 2JA,211,Y63,,Y0201,423141,0421893,E01011136,E02002286,E56000030,QWO,E00056113,E01011136,E02002286,5262,2
WF13 3NS,WF13 3NS,211,Y63,,Y0201,422716,0422095,E01011137,E02002286,E56000030,QWO,E00056097,E01011137,E02002286,5477,2
WF13 2LL,WF13 2LL,211,Y63,,Y0201,423548,0421780,E01011138,E02002289,E56000030,QWO,E00056120,E01011138,E02002289,914,1
WF13 3EG,WF13 3EG,211,Y63,,Y0201,423168,0420704,E01011139,E02002289,E56000030,QWO,E00056132,E01011139,E02002289,5942,2
WF13 3EE,WF13 3EE,211,Y63,,Y0201,423459,0420987,E01011140,E02002289,E56000030,QWO,E00056130,E01011140,E02002289,661,1
WF12 9BX,WF12 9BX,211,Y63,,Y0201,424048,0420325,E01011141,E02002289,E56000030,QWO,E00056139,E01011141,E02002289,5865,2
WF14 0AN,WF14 0AN,211,Y63,,Y0201,420684,0421131,E01011142,E02002290,E56000030,QWO,E00056142,E01011142,E02002290,19185,6
WF13 3AF,WF13 3AF,211,Y63,,Y0201,422051,0420597,E01011143,E02002293,E56000030,QWO,E00056138,E01011143,E02002293,2962,1
WF13 3BS,WF13 3BS,211,Y63,,Y0201,422322,0420567,E01011144,E02002293,E56000030,QWO,E00056095,E01011144,E02002293,2154,1
HD3  4SJ,HD3 4SJ,211,Y63,,Y0201,410417,0416505,E01011145,E02002311,E56000030,QWO,E00056163,E01011145,E02002311,21077,7
HD7  4FA,HD7 4FA,211,Y63,,Y0201,409860,0416407,E01011146,E02002306,E56000030,QWO,E00056165,E01011146,E02002306,26412,9
HD3  4FU,HD3 4FU,211,Y63,,Y0201,410677,0415745,E01011147,E02002311,E56000030,QWO,E00056184,E01011147,E02002311,14180,5
HD3  4PX,HD3 4PX,211,Y63,,Y0201,410798,0416149,E01011148,E02002311,E56000030,QWO,E00056169,E01011148,E02002311,1366,1
HD3  4EL,HD3 4EL,211,Y63,,Y0201,411780,0416373,E01011149,E02002315,E56000030,QWO,E00056172,E01011149,E02002315,4243,2
HD3  4EA,HD3 4EA,211,Y63,,Y0201,411717,0416533,E01011150,E02002308,E56000030,QWO,E00056205,E01011150,E02002308,12403,4
HD3  4TY,HD3 4TY,211,Y63,,Y0201,410145,0417082,E01011151,E02002306,E56000030,QWO,E00056158,E01011151,E02002306,25902,8
HD7  4AA,HD7 4AA,211,Y63,,Y0201,410092,0415707,E01011152,E02002311,E56000030,QWO,E00056192,E01011152,E02002311,19864,7
HD3  4LH,HD3 4LH,211,Y63,,Y0201,411492,0415677,E01011153,E02002315,E56000030,QWO,E00056193,E01011153,E02002315,9762,3
HD4  5BX,HD4 5BX,211,Y63,,Y0201,410884,0415464,E01011154,E02002315,E56000030,QWO,E00056199,E01011154,E02002315,9774,3
HD3  4AD,HD3 4AD,211,Y63,,Y0201,410514,0416869,E01011155,E02002308,E56000030,QWO,E00056207,E01011155,E02002308,19476,6
WF15 7AA,WF15 7AA,211,Y63,,Y0201,420324,0422729,E01011156,E02002285,E56000030,QWO,E00056215,E01011156,E02002285,17159,6
WF13 4BG,WF13 4BG,211,Y63,,Y0201,422532,0423516,E01011157,E02002281,E56000030,QWO,E00056213,E01011157,E02002281,6516,2
WF15 7AX,WF15 7AX,211,Y63,,Y0201,421066,0422956,E01011158,E02002285,E56000030,QWO,E00056261,E01011158,E02002285,12533,4
WF14 0BT,WF14 0BT,211,Y63,,Y0201,417876,0421042,E01011159,E02002285,E56000030,QWO,E00056218,E01011159,E02002285,22184,7
WF15 7AF,WF15 7AF,211,Y63,,Y0201,420577,0422816,E01011160,E02002285,E56000030,QWO,E00056214,E01011160,E02002285,26725,9
WF13 4BY,WF13 4BY,211,Y63,,Y0201,422581,0423179,E01011161,E02002281,E56000030,QWO,E00056249,E01011161,E02002281,15263,5
WF14 0DH,WF14 0DH,211,Y63,,Y0201,419511,0422024,E01011162,E02002285,E56000030,QWO,E00056225,E01011162,E02002285,21007,7
WF16 9AL,WF16 9AL,211,Y63,,Y0201,421806,0424551,E01011163,E02002281,E56000030,QWO,E00056210,E01011163,E02002281,3102,1
WF16 9AA,WF16 9AA,211,Y63,,Y0201,421486,0424527,E01011164,E02002281,E56000030,QWO,E00056230,E01011164,E02002281,15309,5
WF16 9EJ,WF16 9EJ,211,Y63,,Y0201,421904,0423977,E01011165,E02002281,E56000030,QWO,E00056243,E01011165,E02002281,10170,4
WF16 0EH,WF16 0EH,211,Y63,,Y0201,421338,0423595,E01011166,E02002281,E56000030,QWO,E00056237,E01011166,E02002281,5588,2
WF16 0AB,WF16 0AB,211,Y63,,Y0201,421777,0423518,E01011167,E02002281,E56000030,QWO,E00056246,E01011167,E02002281,3354,2
HD9  4DB,HD9 4DB,211,Y63,,Y0201,410167,0410367,E01011168,E02002325,E56000030,QWO,E00056296,E01011168,E02002325,27056,9
HD4  6UP,HD4 6UP,211,Y63,,Y0201,415514,0412210,E01011169,E02002323,E56000030,QWO,E00056286,E01011169,E02002323,25267,8
HD4  7BS,HD4 7BS,211,Y63,,Y0201,412557,0412347,E01011170,E02002323,E56000030,QWO,E00056273,E01011170,E02002323,25724,8
HD9  6AE,HD9 6AE,211,Y63,,Y0201,413844,0411851,E01011171,E02002323,E56000030,QWO,E00056290,E01034588,E02002323,24736,8
HD9  6AA,HD9 6AA,211,Y63,,Y0201,413813,0411914,E01011172,E02002323,E56000030,QWO,E00056291,E01034588,E02002323,9139,3
HD9  6EL,HD9 6EL,211,Y63,,Y0201,413295,0411178,E01011173,E02002323,E56000030,QWO,E00056265,E01011173,E02002323,30278,10
HD9  3XD,HD9 3XD,211,Y63,,Y0201,410618,0409598,E01011174,E02002325,E56000030,QWO,E00056312,E01011174,E02002325,24967,8
HD9  5AH,HD9 5AH,211,Y63,,Y0201,409530,0411200,E01011175,E02002325,E56000030,QWO,E00056302,E01011175,E02002325,7955,3
HD4  6UY,HD4 6UY,211,Y63,,Y0201,416245,0410258,E01011176,E02002323,E56000030,QWO,E00056280,E01011176,E02002323,22765,7
HD4  7DF,HD4 7DF,211,Y63,,Y0201,411334,0412295,E01011177,E02002325,E56000030,QWO,E00056315,E01011177,E02002325,26876,9
HD9  4AA,HD9 4AA,211,Y63,,Y0201,410013,0410568,E01011178,E02002325,E56000030,QWO,E00056305,E01011178,E02002325,15869,5
HD8  8YE,HD8 8YE,211,Y63,,Y0201,417694,0407119,E01011179,E02002329,E56000030,QWO,E00056331,E01011179,E02002329,29565,10
HD9  2AA,HD9 2AA,211,Y63,,Y0201,413050,0407545,E01011180,E02002328,E56000030,QWO,E00056373,E01011180,E02002328,27915,9
HD9  1AA,HD9 1AA,211,Y63,,Y0201,414288,0408277,E01011181,E02002329,E56000030,QWO,E00056350,E01011181,E02002329,23827,8
HD9  2AF,HD9 2AF,211,Y63,,Y0201,412940,0406806,E01011182,E02002328,E56000030,QWO,E00056334,E01011182,E02002328,17049,6
HD9  1DZ,HD9 1DZ,211,Y63,,Y0201,414862,0407595,E01011183,E02002329,E56000030,QWO,E00056371,E01011183,E02002329,24700,8
HD9  1AU,HD9 1AU,211,Y63,,Y0201,415751,0408233,E01011184,E02002329,E56000030,QWO,E00056356,E01011184,E02002329,12946,4
HD9  1ER,HD9 1ER,211,Y63,,Y0201,416064,0408569,E01011185,E02002329,E56000030,QWO,E00056363,E01011185,E02002329,24399,8
HD9  3AB,HD9 3AB,211,Y63,,Y0201,413534,0409925,E01011186,E02002328,E56000030,QWO,E00056333,E01011186,E02002328,26563,9
HD9  1AE,HD9 1AE,211,Y63,,Y0201,414492,0408546,E01011187,E02002329,E56000030,QWO,E00056359,E01011187,E02002329,23025,8
HD9  2AN,HD9 2AN,211,Y63,,Y0201,413542,0407912,E01011188,E02002328,E56000030,QWO,E00056361,E01011188,E02002328,19850,7
HD8  8AZ,HD8 8AZ,211,Y63,,Y0201,418236,0408496,E01011189,E02002329,E56000030,QWO,E00056357,E01011189,E02002329,28681,9
HD8  0AF,HD8 0AF,211,Y63,,Y0201,418746,0415203,E01011190,E02002321,E56000030,QWO,E00056400,E01011190,E02002321,29905,10
HD8  0AZ,HD8 0AZ,211,Y63,,Y0201,419953,0415189,E01011191,E02002316,E56000030,QWO,E00056403,E01011191,E02002316,24759,8
HD8  0BY,HD8 0BY,211,Y63,,Y0201,420136,0415216,E01011192,E02002316,E56000030,QWO,E00056389,E01011192,E02002316,12230,4
WF12 0PE,WF12 0PE,211,Y63,,Y0201,424633,0417418,E01011193,E02002316,E56000030,QWO,E00056394,E01011193,E02002316,22931,7
HD8  0AB,HD8 0AB,211,Y63,,Y0201,418401,0415401,E01011194,E02002316,E56000030,QWO,E00056390,E01011194,E02002316,28853,9
HD4  6AQ,HD4 6AQ,211,Y63,,Y0201,416605,0412802,E01011195,E02002321,E56000030,QWO,E00056414,E01011195,E02002321,24335,8
HD8  0GR,HD8 0GR,211,Y63,,Y0201,419441,0413251,E01011196,E02002321,E56000030,QWO,E00178670,E01011196,E02002321,31288,10
HD8  0LN,HD8 0LN,211,Y63,,Y0201,420117,0414635,E01011197,E02002321,E56000030,QWO,E00056411,E01011197,E02002321,14029,5
HD4  6XJ,HD4 6XJ,211,Y63,,Y0201,418038,0410949,E01011198,E02002326,E56000030,QWO,E00056423,E01011198,E02002326,30498,10
HD8  8AA,HD8 8AA,211,Y63,,Y0201,419339,0409797,E01011199,E02002326,E56000030,QWO,E00056428,E01011199,E02002326,27366,9
HD5  0AL,HD5 0AL,211,Y63,,Y0201,417822,0416564,E01011200,E02002302,E56000030,QWO,E00056395,E01011200,E02002302,24391,8
HD3  3EG,HD3 3EG,211,Y63,,Y0201,412004,0417901,E01011201,E02002300,E56000030,QWO,E00056441,E01011201,E02002300,12926,4
HD3  3GB,HD3 3GB,211,Y63,,Y0201,410492,0417810,E01011202,E02002306,E56000030,QWO,E00056483,E01011202,E02002306,13855,5
HD3  3BW,HD3 3BW,211,Y63,,Y0201,410868,0418188,E01011203,E02002300,E56000030,QWO,E00056469,E01011203,E02002300,25976,8
HD2  2AH,HD2 2AH,211,Y63,,Y0201,412888,0418115,E01011204,E02002303,E56000030,QWO,E00056467,E01011204,E02002303,26102,8
HD3  3FA,HD3 3FA,211,Y63,,Y0201,408349,0417820,E01011205,E02002306,E56000030,QWO,E00056442,E01011205,E02002306,26242,8
HD3  3BP,HD3 3BP,211,Y63,,Y0201,411590,0417605,E01011206,E02002303,E56000030,QWO,E00175524,E01011206,E02002303,11508,4
HD3  3PR,HD3 3PR,211,Y63,,Y0201,411081,0417894,E01011207,E02002308,E56000030,QWO,E00056485,E01011207,E02002308,24616,8
HD3  3BA,HD3 3BA,211,Y63,,Y0201,412338,0417794,E01011208,E02002303,E56000030,QWO,E00056488,E01011208,E02002303,12159,4
HD3  2AB,HD3 2AB,211,Y63,,Y0201,410820,0418709,E01011209,E02002300,E56000030,QWO,E00178665,E01034587,E02002300,25320,8
HD2  2AS,HD2 2AS,211,Y63,,Y0201,412508,0418671,E01011210,E02002297,E56000030,QWO,E00056435,E01011210,E02002297,24157,8
HD3  3GH,HD3 3GH,211,Y63,,Y0201,410465,0418114,E01011211,E02002300,E56000030,QWO,E00056475,E01011211,E02002300,24133,8
WF14 8AR,WF14 8AR,211,Y63,,Y0201,420224,0420078,E01011212,E02002296,E56000030,QWO,E00056521,E01011212,E02002296,7938,3
WF14 8AE,WF14 8AE,211,Y63,,Y0201,420599,0419765,E01011213,E02002296,E56000030,QWO,E00056532,E01011213,E02002296,30977,10
HD5  0BU,HD5 0BU,211,Y63,,Y0201,419085,0418488,E01011214,E02002296,E56000030,QWO,E00056541,E01011214,E02002296,17983,6
WF14 8AA,WF14 8AA,211,Y63,,Y0201,420417,0419753,E01011215,E02002296,E56000030,QWO,E00056530,E01011215,E02002296,16403,5
WF14 0BJ,WF14 0BJ,211,Y63,,Y0201,418503,0421144,E01011216,E02002291,E56000030,QWO,E00056506,E01011216,E02002291,24655,8
WF14 0FA,WF14 0FA,211,Y63,,Y0201,419862,0421984,E01011217,E02002290,E56000030,QWO,E00056492,E01011217,E02002290,25831,8
WF14 0AD,WF14 0AD,211,Y63,,Y0201,420369,0420978,E01011218,E02002290,E56000030,QWO,E00056502,E01011218,E02002290,12430,4
WF14 9AZ,WF14 9AZ,211,Y63,,Y0201,419493,0420348,E01011219,E02002291,E56000030,QWO,E00056522,E01011219,E02002291,25385,8
WF14 0DY,WF14 0DY,211,Y63,,Y0201,419742,0421834,E01011220,E02002291,E56000030,QWO,E00056503,E01011220,E02002291,3770,2
WF14 0AA,WF14 0AA,211,Y63,,Y0201,420149,0421011,E01011221,E02002291,E56000030,QWO,E00056508,E01011221,E02002291,28216,9
HD4  6BP,HD4 6BP,211,Y63,,Y0201,413841,0415072,E01011222,E02002320,E56000030,QWO,E00056573,E01011222,E02002320,4990,2
HD4  6PH,HD4 6PH,211,Y63,,Y0201,415399,0414941,E01011223,E02002312,E56000030,QWO,E00056570,E01011223,E02002312,4405,2
HD1  3BG,HD1 3BG,211,Y63,,Y0201,414075,0415596,E01011224,E02002318,E56000030,QWO,E00056559,E01011224,E02002318,3920,2
HD4  6DA,HD4 6DA,211,Y63,,Y0201,414659,0415600,E01011225,E02002312,E56000030,QWO,E00056545,E01011225,E02002312,7305,3
HD4  6FA,HD4 6FA,211,Y63,,Y0201,414603,0413513,E01011226,E02002318,E56000030,QWO,E00056584,E01011226,E02002318,14889,5
HD4  6DR,HD4 6DR,211,Y63,,Y0201,414096,0415164,E01011227,E02002318,E56000030,QWO,E00056572,E01011227,E02002318,2282,1
HD4  6EZ,HD4 6EZ,211,Y63,,Y0201,413564,0414557,E01011228,E02002318,E56000030,QWO,E00056587,E01011228,E02002318,13295,5
HD1  2AS,HD1 2AS,211,Y63,,Y0201,414419,0416321,E01011229,E02002312,E56000030,QWO,E00056549,E01011229,E02002312,9558,3
HD1  3DF,HD1 3DF,211,Y63,,Y0201,413764,0415288,E01011230,E02002313,E56000030,QWO,E00178648,E01011230,E02002313,5287,2
HD1  4HY,HD1 4HY,211,Y63,,Y0201,412921,0416797,E01011231,E02002304,E56000030,QWO,E00056596,E01011231,E02002304,11570,4
HD1  4AW,HD1 4AW,211,Y63,,Y0201,414027,0416655,E01011232,E02002309,E56000030,QWO,E00056606,E01011232,E02002309,3596,2
HD1  4HZ,HD1 4HZ,211,Y63,,Y0201,412936,0416626,E01011233,E02002309,E56000030,QWO,E00056614,E01011233,E02002309,12680,4
HD3  4DR,HD3 4DR,211,Y63,,Y0201,411817,0416972,E01011234,E02002308,E56000030,QWO,E00056598,E01011234,E02002308,5567,2
HD1  2JA,HD1 2JA,211,Y63,,Y0201,414291,0416241,E01011235,E02002309,E56000030,QWO,E00056622,E01011235,E02002309,3074,1
HD1  1AB,HD1 1AB,211,Y63,,Y0201,414301,0416764,E01011236,E02002304,E56000030,QWO,E00178702,E01011236,E02002304,4175,2
HD1  4JB,HD1 4JB,211,Y63,,Y0201,412763,0416544,E01011237,E02002309,E56000030,QWO,E00056620,E01011237,E02002309,3433,2
HD1  4DX,HD1 4DX,211,Y63,,Y0201,413540,0417143,E01011238,E02002304,E56000030,QWO,E00056638,E01011238,E02002304,9906,4
HD1  4HP,HD1 4HP,211,Y63,,Y0201,413204,0417128,E01011239,E02002304,E56000030,QWO,E00056635,E01011239,E02002304,14042,5
HD1  4QE,HD1 4QE,211,Y63,,Y0201,412769,0417137,E01011240,E02002303,E56000030,QWO,E00056642,E01011240,E02002303,8085,3
BD19 4AG,BD19 4AG,211,Y63,,Y0201,420729,0426868,E01011241,E02002274,E56000030,QWO,E00056653,E01011241,E02002274,27152,9
BD19 3SP,BD19 3SP,211,Y63,,Y0201,419576,0425625,E01011242,E02002274,E56000030,QWO,E00056645,E01011242,E02002274,8102,3
BD19 4HA,BD19 4HA,211,Y63,,Y0201,421049,0425560,E01011243,E02002274,E56000030,QWO,E00056687,E01011243,E02002274,22858,7
BD19 4DA,BD19 4DA,211,Y63,,Y0201,420143,0426425,E01011244,E02002274,E56000030,QWO,E00175536,E01011244,E02002274,24339,8
BD19 4HE,BD19 4HE,211,Y63,,Y0201,420944,0425425,E01011245,E02002279,E56000030,QWO,E00056647,E01011245,E02002279,7932,3
WF15 6AA,WF15 6AA,211,Y63,,Y0201,421145,0424198,E01011246,E02002279,E56000030,QWO,E00178650,E01011246,E02002279,4634,2
BD19 5ED,BD19 5ED,211,Y63,,Y0201,418891,0425003,E01011247,E02002278,E56000030,QWO,E00056659,E01011247,E02002278,20223,7
WF15 6AS,WF15 6AS,211,Y63,,Y0201,420159,0424281,E01011248,E02002279,E56000030,QWO,E00056691,E01011248,E02002279,14599,5
WF15 6NF,WF15 6NF,211,Y63,,Y0201,418984,0424148,E01011249,E02002278,E56000030,QWO,E00056660,E01011249,E02002278,7089,3
WF15 6AR,WF15 6AR,211,Y63,,Y0201,420936,0423534,E01011250,E02002279,E56000030,QWO,E00178653,E01011250,E02002279,4039,2
WF15 8BQ,WF15 8BQ,211,Y63,,Y0201,418290,0423804,E01011251,E02002278,E56000030,QWO,E00056661,E01011251,E02002278,3593,2
WF12 0BL,WF12 0BL,211,Y63,,Y0201,424140,0418437,E01011252,E02002298,E56000030,QWO,E00056710,E01011252,E02002298,22749,7
WF12 0DN,WF12 0DN,211,Y63,,Y0201,424879,0418513,E01011253,E02002298,E56000030,QWO,E00056708,E01011253,E02002298,3846,2
WF12 0DF,WF12 0DF,211,Y63,,Y0201,424778,0418709,E01011254,E02002298,E56000030,QWO,E00056748,E01011254,E02002298,24189,8
WF12 0BB,WF12 0BB,211,Y63,,Y0201,423996,0418485,E01011255,E02002298,E56000030,QWO,E00056709,E01011255,E02002298,2303,1
WF12 0DW,WF12 0DW,211,Y63,,Y0201,424904,0418493,E01011256,E02002298,E56000030,QWO,E00056712,E01011256,E02002298,6389,2
WF12 0YJ,WF12 0YJ,211,Y63,,Y0201,424257,0421315,E01011257,E02002294,E56000030,QWO,E00056720,E01011257,E02002294,7720,3
WF12 9BY,WF12 9BY,211,Y63,,Y0201,424817,0420403,E01011258,E02002294,E56000030,QWO,E00178669,E01011258,E02002294,9433,3
WF12 9BP,WF12 9BP,211,Y63,,Y0201,424217,0420126,E01011259,E02002294,E56000030,QWO,E00056700,E01011259,E02002294,4220,2
WF12 9EA,WF12 9EA,211,Y63,,Y0201,422788,0420069,E01011260,E02002293,E56000030,QWO,E00056729,E01011260,E02002293,7145,3
WF12 0AA,WF12 0AA,211,Y63,,Y0201,424702,0419601,E01011261,E02002294,E56000030,QWO,E00056733,E01011261,E02002294,6863,3
WF12 0AG,WF12 0AG,211,Y63,,Y0201,424530,0419502,E01011262,E02002294,E56000030,QWO,E00056741,E01011262,E02002294,4354,2
WF12 0AD,WF12 0AD,211,Y63,,Y0201,424803,0419528,E01011263,E02002294,E56000030,QWO,E00056719,E01011263,E02002294,11351,4
